objectid,collectionid,parentid,display_template,sequence,title,archival_call_number,archival_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,language,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,chronological_subject,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rights_management_valueURI,date,date_digital,publisher,publisher_uri,ark,pres_file,filename,image_small,image_thumb,object_location,object_pdf,image_alt_text,object_ocr,object_hocr,object_transcript,avian_id,uid,issuance,issuance_start,issuance_end,frequency,relation,relation_uri,disclaimer,digital_origin
mezvinsky20,mezvinsky,mezvinsky34,child,10,Page 10,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i010.tif,ms0274_mezvinsky_004_005i010.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i010_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i010_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i010.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky21,mezvinsky,mezvinsky34,child,11,Page 11,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i011.tif,ms0274_mezvinsky_004_005i011.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i011_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i011_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i011.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky22,mezvinsky,mezvinsky34,child,12,Page 12,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i012.tif,ms0274_mezvinsky_004_005i012.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i012_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i012_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i012.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky23,mezvinsky,mezvinsky34,child,13,Page 13,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i013.tif,ms0274_mezvinsky_004_005i013.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i013_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i013_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i013.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky24,mezvinsky,mezvinsky34,child,14,Page 14,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i014.tif,ms0274_mezvinsky_004_005i014.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i014_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i014_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i014.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky25,mezvinsky,mezvinsky34,child,15,Page 15,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i015.tif,ms0274_mezvinsky_004_005i015.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i015_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i015_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i015.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky26,mezvinsky,mezvinsky34,child,16,Page 16,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i016.tif,ms0274_mezvinsky_004_005i016.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i016_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i016_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i016.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky27,mezvinsky,mezvinsky34,child,17,Page 17,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i017.tif,ms0274_mezvinsky_004_005i017.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i017_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i017_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i017.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky28,mezvinsky,mezvinsky34,child,18,Page 18,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i018.tif,ms0274_mezvinsky_004_005i018.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i018_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i018_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i018.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky29,mezvinsky,mezvinsky34,child,19,Page 19,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i019.tif,ms0274_mezvinsky_004_005i019.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i019_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i019_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i019.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky30,mezvinsky,mezvinsky34,child,20,Page 20,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i020.tif,ms0274_mezvinsky_004_005i020.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i020_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i020_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i020.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky31,mezvinsky,mezvinsky34,child,21,Page 21,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i021.tif,ms0274_mezvinsky_004_005i021.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i021_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i021_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i021.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky32,mezvinsky,mezvinsky34,child,22,Page 22,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i022.tif,ms0274_mezvinsky_004_005i022.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i022_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i022_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i022.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
